pathway	ID
map00470:D-Amino acid metabolism	C05942
map00470:D-Amino acid metabolism	C06419
map00470:D-Amino acid metabolism	C22024
map00470:D-Amino acid metabolism	C22025
map00470:D-Amino acid metabolism	C22611
map00480:Glutathione metabolism	C00005
map00480:Glutathione metabolism	C00006
map00480:Glutathione metabolism	C00024
map00480:Glutathione metabolism	C00025
map00480:Glutathione metabolism	C00037
map00480:Glutathione metabolism	C00051
map00480:Glutathione metabolism	C00072
map00480:Glutathione metabolism	C00077
map00480:Glutathione metabolism	C00097
map00480:Glutathione metabolism	C00127
map00480:Glutathione metabolism	C00134
map00480:Glutathione metabolism	C00151
map00480:Glutathione metabolism	C00315
map00480:Glutathione metabolism	C00669
map00480:Glutathione metabolism	C00750
map00480:Glutathione metabolism	C01322
map00480:Glutathione metabolism	C01419
map00480:Glutathione metabolism	C01672
map00480:Glutathione metabolism	C01879
map00480:Glutathione metabolism	C02090
map00480:Glutathione metabolism	C02320
map00480:Glutathione metabolism	C03170
map00480:Glutathione metabolism	C03646
map00480:Glutathione metabolism	C03740
map00480:Glutathione metabolism	C05422
map00480:Glutathione metabolism	C05726
map00480:Glutathione metabolism	C05727
map00480:Glutathione metabolism	C05729
map00480:Glutathione metabolism	C05730
map00480:Glutathione metabolism	C16562
map00480:Glutathione metabolism	C16563
map00480:Glutathione metabolism	C16564
map00480:Glutathione metabolism	C16565
map00480:Glutathione metabolism	C16566
map00480:Glutathione metabolism	C16567
map00480:Glutathione metabolism	C16568
map00480:Glutathione metabolism	C16663
map00480:Glutathione metabolism	C16664
map00500:Starch and sucrose metabolism	C00029
map00500:Starch and sucrose metabolism	C00031
map00500:Starch and sucrose metabolism	C00085
map00500:Starch and sucrose metabolism	C00089
map00500:Starch and sucrose metabolism	C00092
map00500:Starch and sucrose metabolism	C00095
map00500:Starch and sucrose metabolism	C00103
map00500:Starch and sucrose metabolism	C00185
map00500:Starch and sucrose metabolism	C00208
map00500:Starch and sucrose metabolism	C00252
map00500:Starch and sucrose metabolism	C00369
map00500:Starch and sucrose metabolism	C00372
map00500:Starch and sucrose metabolism	C00394
map00500:Starch and sucrose metabolism	C00498
map00500:Starch and sucrose metabolism	C00501
map00500:Starch and sucrose metabolism	C00663
map00500:Starch and sucrose metabolism	C00689
map00500:Starch and sucrose metabolism	C00718
map00500:Starch and sucrose metabolism	C00721
map00500:Starch and sucrose metabolism	C00760
map00500:Starch and sucrose metabolism	C00963
map00500:Starch and sucrose metabolism	C00965
map00500:Starch and sucrose metabolism	C00973
map00500:Starch and sucrose metabolism	C01083
map00500:Starch and sucrose metabolism	C01231
map00500:Starch and sucrose metabolism	C01725
map00500:Starch and sucrose metabolism	C01898
map00500:Starch and sucrose metabolism	C01935
map00500:Starch and sucrose metabolism	C02591
map00500:Starch and sucrose metabolism	C02995
map00500:Starch and sucrose metabolism	C03323
map00500:Starch and sucrose metabolism	C04534
map00500:Starch and sucrose metabolism	C05731
map00500:Starch and sucrose metabolism	C06215
map00500:Starch and sucrose metabolism	C06400
map00500:Starch and sucrose metabolism	C16688
map00500:Starch and sucrose metabolism	C20237
map00510:N-Glycan biosynthesis	C00096
map00510:N-Glycan biosynthesis	C00110
map00510:N-Glycan biosynthesis	C00381
map00510:N-Glycan biosynthesis	C00621
map00510:N-Glycan biosynthesis	C01246
map00510:N-Glycan biosynthesis	C03021
map00510:N-Glycan biosynthesis	C03862
map00510:N-Glycan biosynthesis	C06081
map00512:Mucin type O-glycan biosynthesis	C02189
map00515:Mannose type O-glycan biosynthesis	C00063
map00515:Mannose type O-glycan biosynthesis	C00789
map00515:Mannose type O-glycan biosynthesis	C01068
map00515:Mannose type O-glycan biosynthesis	C02189
map00520:Amino sugar and nucleotide sugar metabolism	C00029
map00520:Amino sugar and nucleotide sugar metabolism	C00031
map00520:Amino sugar and nucleotide sugar metabolism	C00043
map00520:Amino sugar and nucleotide sugar metabolism	C00052
map00520:Amino sugar and nucleotide sugar metabolism	C00096
map00520:Amino sugar and nucleotide sugar metabolism	C00103
map00520:Amino sugar and nucleotide sugar metabolism	C00128
map00520:Amino sugar and nucleotide sugar metabolism	C00140
map00520:Amino sugar and nucleotide sugar metabolism	C00159
map00520:Amino sugar and nucleotide sugar metabolism	C00167
map00520:Amino sugar and nucleotide sugar metabolism	C00181
map00520:Amino sugar and nucleotide sugar metabolism	C00190
map00520:Amino sugar and nucleotide sugar metabolism	C00191
map00520:Amino sugar and nucleotide sugar metabolism	C00203
map00520:Amino sugar and nucleotide sugar metabolism	C00216
map00520:Amino sugar and nucleotide sugar metabolism	C00259
map00520:Amino sugar and nucleotide sugar metabolism	C00267
map00520:Amino sugar and nucleotide sugar metabolism	C00270
map00520:Amino sugar and nucleotide sugar metabolism	C00275
map00520:Amino sugar and nucleotide sugar metabolism	C00325
map00520:Amino sugar and nucleotide sugar metabolism	C00329
map00520:Amino sugar and nucleotide sugar metabolism	C00333
map00520:Amino sugar and nucleotide sugar metabolism	C00352
map00520:Amino sugar and nucleotide sugar metabolism	C00357
map00520:Amino sugar and nucleotide sugar metabolism	C00394
map00520:Amino sugar and nucleotide sugar metabolism	C00446
map00520:Amino sugar and nucleotide sugar metabolism	C00461
map00520:Amino sugar and nucleotide sugar metabolism	C00498
map00520:Amino sugar and nucleotide sugar metabolism	C00501
map00520:Amino sugar and nucleotide sugar metabolism	C00617
map00520:Amino sugar and nucleotide sugar metabolism	C00636
map00520:Amino sugar and nucleotide sugar metabolism	C00645
map00520:Amino sugar and nucleotide sugar metabolism	C00668
map00520:Amino sugar and nucleotide sugar metabolism	C00714
map00520:Amino sugar and nucleotide sugar metabolism	C00734
map00520:Amino sugar and nucleotide sugar metabolism	C00935
map00520:Amino sugar and nucleotide sugar metabolism	C00976
map00520:Amino sugar and nucleotide sugar metabolism	C00984
map00520:Amino sugar and nucleotide sugar metabolism	C00996
map00520:Amino sugar and nucleotide sugar metabolism	C00999
map00520:Amino sugar and nucleotide sugar metabolism	C01019
map00520:Amino sugar and nucleotide sugar metabolism	C01050
map00520:Amino sugar and nucleotide sugar metabolism	C01132
map00520:Amino sugar and nucleotide sugar metabolism	C01170
map00520:Amino sugar and nucleotide sugar metabolism	C01219
map00520:Amino sugar and nucleotide sugar metabolism	C01222
map00520:Amino sugar and nucleotide sugar metabolism	C01623
map00520:Amino sugar and nucleotide sugar metabolism	C01674
map00520:Amino sugar and nucleotide sugar metabolism	C01788
map00520:Amino sugar and nucleotide sugar metabolism	C02199
map00520:Amino sugar and nucleotide sugar metabolism	C02280
map00520:Amino sugar and nucleotide sugar metabolism	C02336
map00520:Amino sugar and nucleotide sugar metabolism	C02352
map00520:Amino sugar and nucleotide sugar metabolism	C02474
map00520:Amino sugar and nucleotide sugar metabolism	C02713
map00520:Amino sugar and nucleotide sugar metabolism	C02977
map00520:Amino sugar and nucleotide sugar metabolism	C02985
map00520:Amino sugar and nucleotide sugar metabolism	C03117
map00520:Amino sugar and nucleotide sugar metabolism	C03410
map00520:Amino sugar and nucleotide sugar metabolism	C03598
map00520:Amino sugar and nucleotide sugar metabolism	C03599
map00520:Amino sugar and nucleotide sugar metabolism	C03691
map00520:Amino sugar and nucleotide sugar metabolism	C03733
map00520:Amino sugar and nucleotide sugar metabolism	C03906
map00520:Amino sugar and nucleotide sugar metabolism	C04037
map00520:Amino sugar and nucleotide sugar metabolism	C04089
map00520:Amino sugar and nucleotide sugar metabolism	C04257
map00520:Amino sugar and nucleotide sugar metabolism	C04297
map00520:Amino sugar and nucleotide sugar metabolism	C04501
map00520:Amino sugar and nucleotide sugar metabolism	C04573
map00520:Amino sugar and nucleotide sugar metabolism	C04613
map00520:Amino sugar and nucleotide sugar metabolism	C04630
map00520:Amino sugar and nucleotide sugar metabolism	C04631
map00520:Amino sugar and nucleotide sugar metabolism	C05345
map00520:Amino sugar and nucleotide sugar metabolism	C05385
map00520:Amino sugar and nucleotide sugar metabolism	C06023
map00520:Amino sugar and nucleotide sugar metabolism	C06156
map00520:Amino sugar and nucleotide sugar metabolism	C06240
map00520:Amino sugar and nucleotide sugar metabolism	C06241
map00520:Amino sugar and nucleotide sugar metabolism	C06377
map00520:Amino sugar and nucleotide sugar metabolism	C11521
map00520:Amino sugar and nucleotide sugar metabolism	C13952
map00520:Amino sugar and nucleotide sugar metabolism	C15925
map00520:Amino sugar and nucleotide sugar metabolism	C16153
map00520:Amino sugar and nucleotide sugar metabolism	C16154
map00520:Amino sugar and nucleotide sugar metabolism	C16155
map00520:Amino sugar and nucleotide sugar metabolism	C16156
map00520:Amino sugar and nucleotide sugar metabolism	C16157
map00520:Amino sugar and nucleotide sugar metabolism	C16183
map00520:Amino sugar and nucleotide sugar metabolism	C16698
map00520:Amino sugar and nucleotide sugar metabolism	C17269
map00520:Amino sugar and nucleotide sugar metabolism	C17326
map00520:Amino sugar and nucleotide sugar metabolism	C17327
map00520:Amino sugar and nucleotide sugar metabolism	C17328
map00520:Amino sugar and nucleotide sugar metabolism	C18060
map00520:Amino sugar and nucleotide sugar metabolism	C18094
map00520:Amino sugar and nucleotide sugar metabolism	C19725
map00520:Amino sugar and nucleotide sugar metabolism	C19745
map00520:Amino sugar and nucleotide sugar metabolism	C19769
map00520:Amino sugar and nucleotide sugar metabolism	C19823
map00520:Amino sugar and nucleotide sugar metabolism	C19961
map00520:Amino sugar and nucleotide sugar metabolism	C19971
map00520:Amino sugar and nucleotide sugar metabolism	C19972
map00520:Amino sugar and nucleotide sugar metabolism	C20082
map00520:Amino sugar and nucleotide sugar metabolism	C20083
map00520:Amino sugar and nucleotide sugar metabolism	C20357
map00520:Amino sugar and nucleotide sugar metabolism	C20359
map00520:Amino sugar and nucleotide sugar metabolism	C20395
map00520:Amino sugar and nucleotide sugar metabolism	C20418
map00520:Amino sugar and nucleotide sugar metabolism	C20419
map00520:Amino sugar and nucleotide sugar metabolism	C20424
map00520:Amino sugar and nucleotide sugar metabolism	C20638
map00520:Amino sugar and nucleotide sugar metabolism	C20672
map00520:Amino sugar and nucleotide sugar metabolism	C20934
map00520:Amino sugar and nucleotide sugar metabolism	C21027
map00520:Amino sugar and nucleotide sugar metabolism	C21383
map00520:Amino sugar and nucleotide sugar metabolism	C21384
map00520:Amino sugar and nucleotide sugar metabolism	C22029
map00521:Streptomycin biosynthesis	C00031
map00521:Streptomycin biosynthesis	C00092
map00521:Streptomycin biosynthesis	C00103
map00521:Streptomycin biosynthesis	C00137
map00521:Streptomycin biosynthesis	C00413
map00521:Streptomycin biosynthesis	C00688
map00521:Streptomycin biosynthesis	C00691
map00521:Streptomycin biosynthesis	C00842
map00521:Streptomycin biosynthesis	C01121
map00521:Streptomycin biosynthesis	C01138
map00521:Streptomycin biosynthesis	C01214
map00521:Streptomycin biosynthesis	C01221
map00521:Streptomycin biosynthesis	C01283
map00521:Streptomycin biosynthesis	C01294
map00521:Streptomycin biosynthesis	C01298
map00521:Streptomycin biosynthesis	C03319
map00521:Streptomycin biosynthesis	C03442
map00521:Streptomycin biosynthesis	C04006
map00521:Streptomycin biosynthesis	C04280
map00521:Streptomycin biosynthesis	C04673
map00521:Streptomycin biosynthesis	C04767
map00521:Streptomycin biosynthesis	C06592
map00521:Streptomycin biosynthesis	C11351
map00521:Streptomycin biosynthesis	C11907
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C00083
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C00100
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C00630
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C00683
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C00744
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C01033
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C01457
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C01912
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C01946
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C02400
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C02557
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C03240
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C06616
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C06630
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C06633
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C06634
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C06635
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C06653
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11911
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11912
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11916
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11920
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11921
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11933
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11953
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11954
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11955
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11956
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11957
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11958
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11959
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11960
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11961
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11962
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11963
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11964
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11965
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11966
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11967
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11968
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11969
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11970
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11971
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11972
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11973
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11974
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11975
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11976
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11977
"map00522:Biosynthesis of 12-, 14- and 16-membered macrolides"	C11978
